"chapter_id","block_id","sequence_number","element_type","section_path","xhtml_path","source_element_id","pdf_physical_page","pdf_printed_page","english_text","russian_text","source_html","asset_ids","table_id","formula_id","code_id","link_ids","term_candidates","formatting_markers","translation_status","qa_status","batch_id","version"
"CH09","CH09-B0133","133","p","9.3 Volatility Features > Autoregressive integrated moving average features","/*/*[2]/*/*[108]","","254","213","This distinction matters. For many liquid return series, the direct predictive value of a low-order ARIMA mean equation is modest at best. In those cases, the residual is usually more useful than the forecast because it removes whatever linear dependence is present before the conditional variance model is fit. For series with a clearer autoregressive structure, the fitted ARIMA model can generate two practical features:","Это различие имеет значение. Для многих рядов доходности ликвидных активов непосредственная прогнозная ценность уравнения среднего ARIMA низкого порядка в лучшем случае невелика. В таких случаях остаток обычно полезнее прогноза, поскольку перед оцениванием модели условной дисперсии он устраняет имеющуюся линейную зависимость. Для рядов с более выраженной авторегрессионной структурой оценённая модель ARIMA может сформировать два практически полезных признака:","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.414.1"">
     This distinction matters.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.414.2"">
     For many liquid return series, the direct predictive value of a low-order ARIMA mean equation is modest at best.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.414.3"">
     In those cases, the residual is usually more useful than the forecast because it removes whatever linear dependence is present before the conditional variance model is fit.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.414.4"">
     For series with a clearer autoregressive structure, the fitted ARIMA model can generate two practical features:
    </span>
   </p>
   ","","","","","","","","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0134","134","li","9.3 Volatility Features > Autoregressive integrated moving average features","/*/*[2]/*/*[109]/*[1]","","254","213","The residual, which measures deviation from the model’s expected path","Остаток, измеряющий отклонение от ожидаемой моделью траектории","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.415.1"">
      The residual, which measures deviation from the model’s expected path
     </span>
    </li>
    ","","","","","","","","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0135","135","li","9.3 Volatility Features > Autoregressive integrated moving average features","/*/*[2]/*/*[109]/*[2]","","254","213","The one-step forecast, which provides a model-based estimate of the next period’s level","Одношаговый прогноз, дающий модельную оценку уровня в следующем периоде","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.416.1"">
      The one-step forecast, which provides a model-based estimate of the next period’s level
     </span>
    </li>
   ","","","","","","","","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0136","136","p","9.3 Volatility Features > Autoregressive integrated moving average features","/*/*[2]/*/*[110]","","254","213","Order selection should remain conservative. For stationary inputs, low-order models such as ARIMA(1,0,1) or ARIMA(2,0,1) are usually sufficient; for trending inputs, differencing may be required. Automated selection by information criteria can be useful, but any search over orders must be repeated inside each walk-forward training window. Otherwise, the lag structure itself is chosen with knowledge of later data. In this section, the key outputs are therefore arima_residual and, where the series supports it, arima_forecast .","К выбору порядка следует подходить консервативно. Для стационарных входных данных обычно достаточно моделей низкого порядка, таких как ARIMA(1,0,1) или ARIMA(2,0,1); для данных с трендом может потребоваться взятие разностей. Автоматический выбор по информационным критериям может быть полезен, однако поиск по порядкам необходимо повторять внутри каждого обучающего окна пошаговой проверки с продвижением во времени. В противном случае сама лаговая структура выбирается с учётом более поздних данных. Поэтому ключевыми результатами в этом разделе являются `arima_residual` и, если свойства ряда это допускают, `arima_forecast`.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.417.1"">
     Order selection should remain conservative.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.417.2"">
     For stationary inputs, low-order models such as ARIMA(1,0,1) or ARIMA(2,0,1) are usually sufficient; for trending inputs, differencing may be required.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.417.3"">
     Automated selection by information criteria can be useful, but any search over orders must be repeated inside each walk-forward training window.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.417.4"">
     Otherwise, the lag structure itself is chosen with
    </span>
    <a id=""_idIndexMarker1275"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.418.1"">
     knowledge of later data.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.418.2"">
     In this section, the
    </span>
    <a id=""_idIndexMarker1276"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.419.1"">
     key outputs are therefore
    </span>
    <code class=""inlineCode"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.420.1"">
      arima_residual
     </span>
    </code>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.421.1"">
     and, where the series supports it,
    </span>
    <code class=""inlineCode"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.422.1"">
      arima_forecast
     </span>
    </code>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.423.1"">
     .
    </span>
   </p>
   ","","","","","","","code,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0137","137","p","9.3 Volatility Features > Autoregressive integrated moving average features","/*/*[2]/*/*[111]/*","","242","201","Implementation : See 07_arima_features for ARIMA order selection, residual extraction, and walk-forward evaluation.","Реализация: в `07_arima_features` рассматриваются выбор порядка ARIMA, извлечение остатков и пошаговая проверка с продвижением во времени.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
     <strong class=""screenText"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.424.1"">
       Implementation
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.425.1"">
      : See
     </span>
     <code class=""inlineCode"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.426.1"">
       07_arima_features
      </span>
     </code>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.427.1"">
      for ARIMA order selection, residual extraction, and walk-forward evaluation.
     </span>
    </p>
   ","","","","","","","strong,code","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0138","138","h2","9.3 Volatility Features > Generalized autoregressive conditional heteroskedasticity features","/*/*[2]/*/*[112]","_idParaDest-386","254","213","Generalized autoregressive conditional heteroskedasticity features","Признаки обобщённой авторегрессионной условной гетероскедастичности","<h2 xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""heading-2"" id=""_idParaDest-386"">
    <a id=""_idTextAnchor375"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.428.1"">
     Generalized autoregressive conditional heteroskedasticity features
    </span>
   </h2>
   ","","","","","","","a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0139","139","p","9.3 Volatility Features > Generalized autoregressive conditional heteroskedasticity features","/*/*[2]/*/*[113]","","254","213","The standard workhorse is the generalized autoregressive conditional heteroskedasticity ( GARCH ) model, introduced by Engle (1982) for the ARCH case and generalized by Bollerslev (1986). In a GARCH(1,1) specification, today’s conditional variance depends on a constant term, yesterday’s squared innovation, and yesterday’s conditional variance:","Стандартной рабочей моделью является обобщённая авторегрессионная условная гетероскедастичность (GARCH): Энгл (1982) предложил частный случай ARCH, а Боллерслев (1986) обобщил его. В спецификации GARCH(1,1) сегодняшняя условная дисперсия зависит от постоянного члена, квадрата инновации за предыдущий день и условной дисперсии за предыдущий день:","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.429.1"">
     The standard workhorse is the
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.430.1"">
      generalized autoregressive conditional heteroskedasticity
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.431.1"">
     (
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.432.1"">
      GARCH
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.433.1"">
     ) model, introduced by
    </span>
    <a id=""_idIndexMarker1277"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.434.1"">
     Engle (1982) for the
    </span>
    <a id=""_idIndexMarker1278"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.435.1"">
     ARCH case and generalized by Bollerslev (1986).
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.435.2"">
     In a GARCH(1,1) specification, today’s conditional variance depends on a constant term, yesterday’s squared innovation, and yesterday’s conditional variance:
    </span>
   </p>
   ","","","","","","","strong,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0140","140","p","9.3 Volatility Features > Generalized autoregressive conditional heteroskedasticity features","/*/*[2]/*/*[115]","","254","213","For feature engineering, the model matters less as a forecasting object than as a structured decomposition of volatility dynamics. The fitted conditional standard deviation, often stored as cond_vol , is the central output. It is a model-based estimate of the volatility state at time and is often more responsive than a fixed-window realized-volatility estimate because it updates recursively as new shocks arrive.","При конструировании признаков модель важна не столько как средство прогнозирования, сколько как структурированное разложение динамики волатильности. Центральным результатом является оценённое условное стандартное отклонение, часто сохраняемое как `cond_vol`. Оно представляет собой модельную оценку состояния волатильности в момент [IMG:../Images/B18427_05_074.png] и нередко быстрее реагирует на изменения, чем оценка реализованной волатильности с фиксированным окном, поскольку рекурсивно обновляется при поступлении новых шоков.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.437.1"">
     For feature engineering, the model matters less as a forecasting object than as a structured decomposition of volatility dynamics.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.437.2"">
     The fitted conditional standard deviation, often stored as
    </span>
    <code class=""inlineCode"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.438.1"">
      cond_vol
     </span>
    </code>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.439.1"">
     , is the central output.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.439.2"">
     It is a model-based estimate of the volatility state at time
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.440.1"">
     <img alt=""img"" src=""../Images/B18427_05_074.png""/>
    </span>
    <a id=""_idIndexMarker1280"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.441.1"">
     and is often more responsive than a fixed-window realized-volatility estimate because it updates recursively as new shocks arrive.
    </span>
   </p>
   ","CH09-ASSET-060","","","","","","code,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0141","141","li","9.3 Volatility Features > Generalized autoregressive conditional heteroskedasticity features","/*/*[2]/*/*[116]/*[1]","","242","201","The coefficient summarizes how strongly volatility reacts to recent shocks; this is the natural shock_impact feature","Коэффициент [IMG:../Images/B18427_03_014.png] характеризует силу реакции волатильности на недавние шоки; он естественным образом образует признак `shock_impact`","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.442.1"">
      The coefficient
     </span>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.443.1"">
      <img alt=""img"" src=""../Images/B18427_03_014.png""/>
     </span>
     <a id=""_idIndexMarker1281"">
     </a>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.444.1"">
      summarizes how strongly volatility reacts to recent shocks; this is the natural
     </span>
     <code class=""inlineCode"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.445.1"">
       shock_impact
      </span>
     </code>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.446.1"">
      feature
     </span>
    </li>
    ","CH09-ASSET-030","","","","","","code,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0142","142","li","9.3 Volatility Features > Generalized autoregressive conditional heteroskedasticity features","/*/*[2]/*/*[116]/*[2]","","242","201","The coefficient summarizes persistence in the volatility process and becomes a vol_persistence feature","Коэффициент [IMG:../Images/B18427_05_030.png] характеризует устойчивость процесса волатильности и становится признаком `vol_persistence`","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.447.1"">
      The coefficient
     </span>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.448.1"">
      <img alt=""img"" src=""../Images/B18427_05_030.png""/>
     </span>
     <a id=""_idIndexMarker1282"">
     </a>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.449.1"">
      summarizes persistence in the volatility process and becomes a
     </span>
     <code class=""inlineCode"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.450.1"">
       vol_persistence
      </span>
     </code>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.451.1"">
      feature
     </span>
    </li>
   ","CH09-ASSET-031","","","","","","code,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0143","143","p","9.3 Volatility Features > Generalized autoregressive conditional heteroskedasticity features","/*/*[2]/*/*[117]","","242","201","Their sum, , is especially useful because it captures how slowly a volatility shock decays. When is close to one, volatility is highly persistent.","Особенно полезна их сумма, [IMG:../Images/B18427_09_030.png], поскольку она характеризует скорость затухания шока волатильности. Когда [IMG:../Images/B18427_09_030.png] близка к единице, волатильность обладает высокой устойчивостью.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.452.1"">
     Their sum,
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.453.1"">
     <img alt=""img"" src=""../Images/B18427_09_030.png""/>
    </span>
    <a id=""_idIndexMarker1283"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.454.1"">
     , is especially useful because it captures how slowly a volatility shock decays.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.454.2"">
     When
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.455.1"">
     <img alt=""img"" src=""../Images/B18427_09_030.png""/>
    </span>
    <a id=""_idIndexMarker1284"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.456.1"">
     is close to one, volatility is highly persistent.
    </span>
   </p>
   ","CH09-ASSET-033,CH09-ASSET-033","","","","","","a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0144","144","p","9.3 Volatility Features > Generalized autoregressive conditional heteroskedasticity features","/*/*[2]/*/*[118]","","255","214","That persistence can be translated into a more intuitive quantity. In a stationary GARCH model, the approximate half-life of a volatility shock is . For SPY, a GARCH(1,1) fit yields and , giving and an implied half-life of about 23 trading days. This helps explain why volatility models often contribute useful features even when mean-return models do not: volatility clusters, and that clustering can be summarized parsimoniously.","Эту устойчивость можно выразить через более интуитивно понятную величину. В стационарной модели GARCH приближённый период полураспада шока волатильности равен [IMG:../Images/B18427_09_032.png]. Для SPY оценка GARCH(1,1) даёт [IMG:../Images/B18427_09_033.png] и [IMG:../Images/B18427_09_034.png], откуда получается [IMG:../Images/B18427_09_035.png] и следует период полураспада около 23 торговых дней. Это помогает понять, почему модели волатильности часто дают полезные признаки даже тогда, когда модели средней доходности этого не делают: волатильность кластеризуется, и эту кластеризацию можно компактно описать.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.457.1"">
     That persistence can be translated into a more intuitive quantity.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.457.2"">
     In a stationary GARCH model, the approximate half-life of a volatility shock is
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.458.1"">
     <img alt=""img"" src=""../Images/B18427_09_032.png""/>
    </span>
    <a id=""_idIndexMarker1285"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.459.1"">
     .
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.459.2"">
     For SPY, a GARCH(1,1) fit yields
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.460.1"">
     <img alt=""img"" src=""../Images/B18427_09_033.png""/>
    </span>
    <a id=""_idIndexMarker1286"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.461.1"">
     and
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.462.1"">
     <img alt=""img"" src=""../Images/B18427_09_034.png""/>
    </span>
    <a id=""_idIndexMarker1287"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.463.1"">
     , giving
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.464.1"">
     <img alt=""img"" src=""../Images/B18427_09_035.png""/>
    </span>
    <a id=""_idIndexMarker1288"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.465.1"">
     and an implied half-life of about 23 trading days.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.465.2"">
     This helps explain why volatility models often contribute useful features even when mean-return models do not: volatility clusters, and that clustering can be summarized parsimoniously.
    </span>
   </p>
   ","CH09-ASSET-034,CH09-ASSET-035,CH09-ASSET-036,CH09-ASSET-037","","","","","","a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0145","145","p","9.3 Volatility Features > Generalized autoregressive conditional heteroskedasticity features","/*/*[2]/*/*[119]","","255","214","The model also implies a long-run variance level:","Модель также задаёт долгосрочный уровень дисперсии:","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.466.1"">
     The model also implies a long-run variance level:
    </span>
   </p>
   ","","","","","","","","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0146","146","p","9.3 Volatility Features > Generalized autoregressive conditional heteroskedasticity features","/*/*[2]/*/*[121]","","255","214","which can be used as a long_run_vol feature when the fit is covariance-stationary. That restriction matters. If , the model behaves like an integrated GARCH ( IGARCH ) process and does not imply a finite unconditional variance. In that case, the long-run variance should not be interpreted as a valid feature. In practice, it is safer either to constrain estimation to stationary fits or to explicitly flag nonstationary estimates.","который можно использовать как признак `long_run_vol`, если оценённая модель является ковариационно-стационарной. Это ограничение существенно. Если [IMG:../Images/B18427_09_037.png], модель ведёт себя как интегрированный процесс GARCH (IGARCH) и не предполагает конечной безусловной дисперсии. В таком случае долгосрочную дисперсию не следует интерпретировать как допустимый признак. На практике безопаснее либо ограничить оценивание стационарными моделями, либо явно помечать нестационарные оценки.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.468.1"">
     which can be used as a
    </span>
    <code class=""inlineCode"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.469.1"">
      long_run_vol
     </span>
    </code>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.470.1"">
     feature when the fit is covariance-stationary.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.470.2"">
     That restriction matters.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.470.3"">
     If
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.471.1"">
     <img alt=""img"" src=""../Images/B18427_09_037.png""/>
    </span>
    <a id=""_idIndexMarker1290"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.472.1"">
     , the model behaves like an
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.473.1"">
      integrated GARCH
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.474.1"">
     (
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.475.1"">
      IGARCH
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.476.1"">
     ) process and
    </span>
    <a id=""_idIndexMarker1291"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.477.1"">
     does not imply a finite unconditional variance.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.477.2"">
     In that
    </span>
    <a id=""_idIndexMarker1292"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.478.1"">
     case, the long-run
    </span>
    <a id=""_idIndexMarker1293"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.479.1"">
     variance should not be interpreted as a valid feature.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.479.2"">
     In practice, it is safer either to constrain estimation to stationary fits or to explicitly flag nonstationary estimates.
    </span>
   </p>
   ","CH09-ASSET-039","","","","","","strong,code,a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0147","147","p","9.3 Volatility Features > Generalized autoregressive conditional heteroskedasticity features","/*/*[2]/*/*[122]/*","","242","201","Implementation : See 08_garch_volatility for GARCH estimation, ARCH-effect testing, and conditional volatility extraction.","Реализация: в `08_garch_volatility` рассматриваются оценивание GARCH, проверка на ARCH-эффект и извлечение условной волатильности.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
     <strong class=""screenText"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.480.1"">
       Implementation
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.481.1"">
      : See
     </span>
     <code class=""inlineCode"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.482.1"">
       08_garch_volatility
      </span>
     </code>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.483.1"">
      for GARCH estimation, ARCH-effect testing, and conditional volatility extraction.
     </span>
    </p>
   ","","","","","","","strong,code","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0148","148","h2","9.3 Volatility Features > Asymmetric volatility – Exponential GARCH features","/*/*[2]/*/*[123]","_idParaDest-387","255","214","Asymmetric volatility – Exponential GARCH features","Асимметричная волатильность: признаки экспоненциальной GARCH","<h2 xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""heading-2"" id=""_idParaDest-387"">
    <a id=""_idTextAnchor376"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.484.1"">
     Asymmetric volatility – Exponential GARCH features
    </span>
   </h2>
   ","","","","","","","a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
"CH09","CH09-B0149","149","p","9.3 Volatility Features > Asymmetric volatility – Exponential GARCH features","/*/*[2]/*/*[124]","","255","214","Standard GARCH treats positive and negative shocks symmetrically because it depends on squared innovations. Financial markets often do not behave that way. In many equity markets, negative returns are followed by larger increases in volatility than positive returns of the same magnitude.","Стандартная GARCH симметрично обрабатывает положительные и отрицательные шоки, поскольку зависит от квадратов инноваций. Финансовые рынки часто ведут себя иначе. На многих фондовых рынках за отрицательными доходностями следуют более значительные повышения волатильности, чем за положительными доходностями той же абсолютной величины.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.485.1"">
     Standard GARCH
    </span>
    <a id=""_idIndexMarker1294"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.486.1"">
     treats positive and negative shocks symmetrically because
    </span>
    <a id=""_idIndexMarker1295"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.487.1"">
     it depends on squared innovations.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.487.2"">
     Financial markets often do not behave that way.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.487.3"">
     In many equity markets, negative returns are followed by larger increases in volatility than positive returns of the same magnitude.
    </span>
   </p>
   ","","","","","","","a","TRANSLATED","QA_PASS","CH09-BATCH-004","v0.4-pilot"
